commodity;categoria;categoria_planning;categoria_gpc;product_group;marca_gpc;cod_produto;produto;peso_liquido_caixa;unidades_caixa;peso_liquido_unitario
FR;AMIDOS;DRESSINGS;CORN STARCH;HT - AMIDOS;MAIZENA;9UJ;MAIZENA CREMOGEMA 180GR - HT;8,640;48;0,18000
FR;AMIDOS;DRESSINGS;CORN STARCH;HT - AMIDOS;MAIZENA;BDY;MAIZENA CREMOGEMA 380GR - HT;9,120;24;0,38000
FR;AMIDOS;DRESSINGS;CORN STARCH;HT - AMIDOS;MAIZENA;BE0;MAIZENA CREMOGEMA 550GR - HT;6,600;12;0,55000
FR;AMIDOS;DRESSINGS;CORN STARCH;HT - AMIDOS;MAIZENA;BW7;MAIZENA TRADICIONAL 720G - HT;14,400;20;0,72000
FR;BISCOITOS;MAE TERRA;BISCOITOS;BISCOITOS;MAE TERRA;7WK;TRIBOS DOCE 130G;2,340;18;0,13000
FR;BISCOITOS;MAE TERRA;BISCOITOS;BISCOITOS;MAE TERRA;7WM;TRIBOS SALGADO 50G;0,900;18;0,05000
FR;BISCOITOS;MAE TERRA;BISCOITOS;BISCOITOS;MAE TERRA;7WU;ZOORETA BISC 110G;1,980;18;0,11000
FR;BISCOITOS;MAE TERRA;BISCOITOS;BISCOITOS;MAE TERRA;7WW;TRIBOS CRACKER 130G;2,340;18;0,13000
FR;BISCOITOS;MAE TERRA;BISCOITOS;BISCOITOS;MAE TERRA;8HN;TRIBOS MAIZENA 145G;2,610;18;0,14500
FR;BISCOITOS;MAE TERRA;BISCOITOS;BISCOITOS;MAE TERRA;BM8;ZOORETA BITES 80G;0,960;12;0,08000
FR;BISCOITOS;MAE TERRA;BISCOITOS;BISCOITOS;MAE TERRA;BV9;CHOCO COOKIES 80G;1,280;16;0,08000
FR;BISCOITOS;MAE TERRA;BISCOITOS;BISCOITOS;MAE TERRA;BVB;CHOCO BISC 58G;0,928;16;0,05800
FR;CALDOS;SAVOURY;CALDOS;HT - CALDOS;ARISCO;51S;CALDO ARISCO 1L - HT;9,120;480;0,01900
FR;CALDOS;SAVOURY;CALDOS;HT - CALDOS;ARISCO;51T;CALDO ARISCO 3L - HT;9,120;160;0,05700
FR;CALDOS;SAVOURY;CALDOS;HT - CALDOS;ARISCO;51U;CALDO ARISCO 6L - HT;9,120;80;0,11400
FR;CALDOS;SAVOURY;CALDOS;HT - CALDOS;KNORR;51V;CALDO KNORR 1L - HT;9,120;480;0,01900
FR;CALDOS;SAVOURY;CALDOS;HT - CALDOS;KNORR;51W;CALDO KNORR 3L - HT;9,120;160;0,05700
FR;CALDOS;SAVOURY;CALDOS;HT - CALDOS;KNORR;51X;CALDO KNORR 6L - HT;9,120;80;0,11400
FR;CALDOS;SAVOURY;CALDOS;HT - CALDOS;KNORR;9T1;CALDO KNORR 3L ZERO SAL - HT;7,680;160;0,04800
FR;CALDOS;SAVOURY;CALDOS;HT - CALDOS;ARISCO;ATG;CALDO ARISCO EM PO REGULAR - HT;1,680;48;0,03500
FR;CALDOS;SAVOURY;CALDOS;HT - CALDOS;KNORR;ATI;CALDO KNORR EM PO REGULAR - HT;1,680;48;0,03500
FR;CALDOS;SAVOURY;CALDOS;HT - CALDOS;KNORR;B36;CALDO KNORR 8L - HT;9,120;60;0,15200
FR;CALDOS;SAVOURY;CALDOS;HT - CALDOS;KNORR;BEN;CALDO KNORR 6L ZERO SAL - HT;7,680;80;0,09600
FR;KETCHUP;DRESSINGS;KETCHUP;HT - DRESSINGS OUTROS;ARISCO;503;KETCHUP ARISCO - HT;8,880;24;0,37000
FR;KETCHUP;DRESSINGS;KETCHUP;HT - DRESSINGS OUTROS;HELLMANNS;9U9;BARBECUE HELLMANNS SQZ 400GR - HT;4,800;12;0,40000
FR;KETCHUP;DRESSINGS;KETCHUP;HT - DRESSINGS OUTROS;HELLMANNS;ADW;KETCHUP HELLMANNS 380G - HT;9,120;24;0,38000
FR;KETCHUP;DRESSINGS;KETCHUP;HT - DRESSINGS OUTROS;HELLMANNS;ADY;KETCHUP HELLMANNS 178G - HT;4,272;24;0,17800
FR;KETCHUP;DRESSINGS;KETCHUP;HT - DRESSINGS OUTROS;HELLMANNS;AE0;MOLHO 3 EM 1 HELLMANNS - HT;8,880;24;0,37000
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;HELLMANNS;500;MAYO HELLMANNS PET 250G - HT;6,000;24;0,25000
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;ARISCO;50T;MAYO ARISCO REGULAR SACHET - HT;4,704;24;0,19600
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;ARISCO;50U;MAYO ARISCO REGULAR PET 500 - HT;6,000;12;0,50000
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;HELLMANNS;50W;MAYO HELLMANNS LIGHT PET 500G - HT;6,000;12;0,50000
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;HELLMANNS;50Y;MAYO HELLMANNS REGULAR SCH 200G - HT;4,800;24;0,20000
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;HELLMANNS;50Z;MAYO HELLMANNS PET 500G - HT;6,000;12;0,50000
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;HELLMANNS;52P;MAYO HELLMANNS REGULAR SQUEEZE - HT;8,040;24;0,33500
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;HELLMANNS;6BK;MAYO HELLMANNS DP 1KG - HT;12,000;12;1,00000
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;HELLMANNS;6G4;MAYO SQZ+KET SQZ HELLMANNS;8,580;12;0,71500
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;HELLMANNS;6O7;MAYO HELLMANNS DP 700G - HT;8,400;12;0,70000
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;HELLMANNS;84K;MAYO HELLMANNS DP 400G - HT;4,800;12;0,40000
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;ARISCO;84M;MAYO ARISCO REGULAR DP 400G - HT;4,800;12;0,40000
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;HELLMANNS;9UB;MAYO HELLMANNS PET 657G - HT;7,880;12;0,65667
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;HELLMANNS;A0X;MAYO HELLMANNS PET 4X500G - HT;6,000;3;2,00000
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;HELLMANNS;A6D;MAYO HELLMANNS PET 2X500G - HT;6,000;6;1,00000
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;HELLMANNS;AIG;MAYO HELLMANNS DP 800G - HT;9,600;12;0,80000
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS OUTROS;HELLMANNS;AKC;MOLHO HELLMANNS VEGANO 335G;8,040;24;0,33500
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;HELLMANNS;B07;MAYO HELLMANNS REGULAR SQUEEZE 750G - HT;9,000;12;0,75000
FR;MAIONESES;DRESSINGS;MAIONESES;HT - DRESSINGS MAIONESES;HELLMANNS;BLS;MAYO HELLMANNS SUPREME SQUEEZE 330G- HT;7,920;24;0,33000
FR;MASSAS;SAVOURY;MASSAS;MASSAS;KNORR;ATK;MACARRAO KNORR FIT;4,200;14;0,30000
FR;MOLHO SALADA;DRESSINGS;PSD;HT - DRESSINGS OUTROS;HELLMANNS;9UD;MOLHO DE SALADA HELLMANNS 210ML - HT;2,600;12;0,21667
FR;MOSTARDA;DRESSINGS;MOSTARDA;HT - DRESSINGS OUTROS;ARISCO;504;MOSTARDA ARISCO - HT;4,800;24;0,20000
FR;MOSTARDA;DRESSINGS;MOSTARDA;HT - DRESSINGS OUTROS;HELLMANNS;52Q;MOSTARDA HELLMANNS SQUEEZE - HT;4,080;24;0,17000
FR;MOSTARDA;DRESSINGS;MOSTARDA;HT - DRESSINGS OUTROS;HELLMANNS;7QO;MOSTARDA HELLMANNS C/ MEL SQZ - HT;4,080;24;0,17000
FR;NATURAIS;MAE TERRA;NATURAIS;OUTROS NATURAIS;MAE TERRA;920;GRAO FEIJAO CARIOCA;9,000;18;0,50000
FR;NATURAIS;MAE TERRA;NATURAIS;OUTROS NATURAIS;MAE TERRA;924;FAROFA;3,600;18;0,20000
FR;NATURAIS;MAE TERRA;NATURAIS;BARRAS - SNACKS;MAE TERRA;7S8;REMIX DISPLAY CAST BR E FRUT TROP 25G;0,450;18;0,02500
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;7SK;ACUCAR MASCAVO 1KG;10,000;10;1,00000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;7SM;ACUCAR MASCAVO 400G;7,200;18;0,40000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;7SU;ARROZ INT CATETO C/VERM 500;9,000;18;0,50000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;7SY;ARROZ INT LONGO ORG 500G;4,000;8;0,50000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;7T0;AVEIA EM FLOCOS 200G;3,060;18;0,17000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;7T4;FARELO DE AVEIA 200G;3,060;18;0,17000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;7T8;CACAU;1,600;16;0,10000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;7TC;CHIA SEMENTE ORG 100G;1,000;10;0,10000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;7TE;FARINHA ARROZ INT ORG;2,000;10;0,20000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;7TG;FARINHA TRIGO INT ORG;5,000;10;0,50000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;7TK;SEMENTE DE LINHACA MARROM 200G;3,600;18;0,20000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;7TO;QUINUA GRAOS ORG;2,500;10;0,25000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;7TW;TRATO MIX 200G;2,000;10;0,20000
FR;NATURAIS;MAE TERRA;NATURAIS;GRANOLAS;MAE TERRA;7TY;GRANOLA 800G;9,600;12;0,80000
FR;NATURAIS;MAE TERRA;NATURAIS;GRANOLAS;MAE TERRA;7U2;GRANOLA 250G;3,500;14;0,25000
FR;NATURAIS;MAE TERRA;NATURAIS;MINICOOKIES;MAE TERRA;7UA;MINICOOKIE 120G;1,440;12;0,12000
FR;NATURAIS;MAE TERRA;NATURAIS;MINICOOKIES;MAE TERRA;7UE;MINICOOKIE 25G;0,700;28;0,02500
FR;NATURAIS;MAE TERRA;NATURAIS;OUTROS NATURAIS;MAE TERRA;7UK;GERGELIM;2,000;10;0,20000
FR;NATURAIS;MAE TERRA;NATURAIS;MINICOOKIES;MAE TERRA;7WI;MINICOOKIE LIGHT 120G;1,440;12;0,12000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;7XM;TRATO TRIO 200G;2,000;10;0,20000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;7XO;TRATO FIT 200G;2,000;10;0,20000
FR;NATURAIS;MAE TERRA;NATURAIS;BARRAS - SNACKS;MAE TERRA;7XU;REMIX DISPLAY FRUT VERM+ACAI+GRAOS;0,450;18;0,02500
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;8HH;AVEIA FLOCOS GROSSOS 180G;2,040;12;0,17000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;91Q;FARINHA DE COCO;2,400;12;0,20000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;91S;FARINHA FUBA;9,000;18;0,50000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;91W;FARINHA POLVILHO AZEDO;4,800;12;0,40000
FR;NATURAIS;MAE TERRA;NATURAIS;OUTROS NATURAIS;MAE TERRA;91Y;GRAO DE BICO;4,800;12;0,40000
FR;NATURAIS;MAE TERRA;NATURAIS;BARRAS - SNACKS;MAE TERRA;A0T;REMIX DISPLAY CACAU 25G;0,450;18;0,02500
FR;NATURAIS;MAE TERRA;NATURAIS;BARRAS - SNACKS;MAE TERRA;A0V;REMIX DISPLAY SEMENTES 25G;0,450;18;0,02500
FR;NATURAIS;MAE TERRA;NATURAIS;GRANOLAS;MAE TERRA;AGY;GRANOLA CROCANTE 1KG;9,000;9;1,00000
FR;NATURAIS;MAE TERRA;NATURAIS;GRANOLAS;MAE TERRA;AKG;GRANOLA DISPLAY;2,880;96;0,03000
FR;NATURAIS;MAE TERRA;NATURAIS;BARRAS - SNACKS;MAE TERRA;AKY;BARRA NUTS;1,200;48;0,02500
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;AVC;RITTO COGUMELO;1,360;8;0,17000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;AVQ;RITTO 400G;3,200;8;0,40000
FR;NATURAIS;MAE TERRA;NATURAIS;GRANOLAS;MAE TERRA;AZ8;GRANOLA 200G;2,400;12;0,20000
FR;NATURAIS;MAE TERRA;NATURAIS;BARRAS - SNACKS;MAE TERRA;B5Z;BARRA PROTEICA;1,440;36;0,04000
FR;NATURAIS;MAE TERRA;NATURAIS;CESTA BASICA;MAE TERRA;BLY;CACAU 70%;2,040;12;0,17000
FR;NATURAIS;MAE TERRA;NATURAIS;GRANOLAS;MAE TERRA;BOY;GRANOLA 180G;2,160;12;0,18000
FR;NATURAIS;MAE TERRA;NATURAIS;BARRAS - SNACKS;MAE TERRA;BUZ;BARRAS FIBRAS;0,810;15;0,05400
FR;NATURAIS;MAE TERRA;NATURAIS;GRANOLAS;MAE TERRA;C70;GRANOLA 400G;4,800;12;0,40000
FR;OTHERS FOODS;SAVOURY;OTHERS FOODS;HT - OUTROS NEW VITALITY;ARISCO;51Q;GELEIA MOCOTO ARISCO - HT;5,940;27;0,22000
FR;OTHERS FOODS;SAVOURY;OTHERS FOODS;HT - DESSERTS;KARO;51R;MEL KARO - HT;4,200;12;0,35000
FR;PARCERIAS;PARCERIAS;VEGETAIS;VEGETAIS FR;KNORR;7YA;AG VEGETAIS KNORR ERVILHA TRAD 170G;6,960;24;0,29000
FR;PARCERIAS;PARCERIAS;VEGETAIS;VEGETAIS FR;KNORR;7YC;AG VEGETAIS KNORR MILHO TRAD 170G;6,960;24;0,29000
FR;PARCERIAS;PARCERIAS;VEGETAIS;VEGETAIS FR;KNORR;7YE;AG VEGETAIS KNORR SELETA TRAD 170G;6,960;24;0,29000
FR;PARCERIAS;PARCERIAS;VEGETAIS;VEGETAIS FR;KNORR;7YG;AG VEGETAIS KNORR GRAO BICO TRAD 170G;6,960;24;0,29000
FR;PARCERIAS;PARCERIAS;VEGETAIS;VEGETAIS FR;KNORR;7YI;AG VEGETAIS KNORR DUETO TRAD 170G;6,960;24;0,29000
FR;PARCERIAS;PARCERIAS;VEGETAIS;VEGETAIS FR;BONDUELLE;7YK;AG VEGETAIS BONDU MILHO SUAVE 200G;5,810;24;0,24208
FR;PARCERIAS;PARCERIAS;VEGETAIS;VEGETAIS FR;BONDUELLE;7YM;AG VEGETAIS BONDU ERVILHA SUAVE 200G;7,200;24;0,30000
FR;PARCERIAS;PARCERIAS;VEGETAIS;VEGETAIS FR;BONDUELLE;7YO;AG VEGETAIS BONDU DUETO 200G;7,200;24;0,30000
FR;PARCERIAS;PARCERIAS;VEGETAIS;VEGETAIS FR;BONDUELLE;7YQ;AG VEGETAIS BONDU SELETA SUAVE 200G;7,200;24;0,30000
FR;PARCERIAS;PARCERIAS;VEGETAIS;VEGETAIS FR;BONDUELLE;7YS;AG VEGETAIS BONDU GRAO BICO 200G;7,200;24;0,30000
FR;PARCERIAS;PARCERIAS;VEGETAIS;VEGETAIS FR;BONDUELLE;7YU;AG VEGETAIS BONDU MILHO NAT 200G;5,810;24;0,24208
FR;PARCERIAS;PARCERIAS;VEGETAIS;VEGETAIS FR;BONDUELLE;7YW;AG VEGETAIS BONDU ERVILHA NAT 200G;7,200;24;0,30000
FR;PARCERIAS;PARCERIAS;VEGETAIS;VEGETAIS FR;BONDUELLE;7YY;AG VEGETAIS BONDU ERVILHA TRAD 170G;7,200;24;0,30000
FR;PARCERIAS;PARCERIAS;VEGETAIS;VEGETAIS FR;BONDUELLE;7Z0;AG VEGETAIS BONDU MILHO TRAD 170G;5,810;24;0,24208
FR;PARCERIAS;SAVOURY;AG MASSAS;MASSAS;KNORR;8DG;AG MACARRAO KNORR GRANO DURO 500G;15,000;30;0,50000
FR;PARCERIAS;SAVOURY;AG MASSAS;MASSAS;KNORR;8DI;AG MACARRAO KNORR INTEGRAL 500G;15,000;30;0,50000
FR;PARCERIAS;SAVOURY;AG MASSAS;MASSAS;KNORR;8DK;AG MACARRAO KNORR SEMOLA OVOS 500G;15,000;30;0,50000
FR;PARCERIAS;SAVOURY;AG MASSAS;MASSAS;KNORR;8DM;AG MACARRAO KNORR SEMOLA 500G;15,000;30;0,50000
FR;PARCERIAS;PARCERIAS;VEGETAIS;VEGETAIS FR;KNORR;9QV;AG VEGETAIS KNORR MIX VEGETAIS 170G;6,960;24;0,29000
FR;SNACKS;MAE TERRA;SNACKS;SNACKS;MAE TERRA;93I;CHIPS BATATA;0,576;18;0,03200
FR;SNACKS;MAE TERRA;SNACKS;SNACKS;MAE TERRA;93K;CHIPS BATATA DOCE;0,384;12;0,03200
FR;SNACKS;MAE TERRA;SNACKS;SNACKS;MAE TERRA;93M;CHIPS FRUTAS - MACA;0,384;12;0,03200
FR;SNACKS;MAE TERRA;SNACKS;SNACKS;MAE TERRA;93O;PIPOCA DOCE;0,810;18;0,04500
FR;SNACKS;MAE TERRA;SNACKS;SNACKS;MAE TERRA;93S;ZOORETA SALGADO EXTRUSADOS;0,810;18;0,04500
FR;SNACKS;MAE TERRA;SNACKS;SNACKS;MAE TERRA;B61;CHIPS CONVENCIONAIS;0,840;12;0,07000
FR;SOPAS;SAVOURY;SOUPS;HT - SOPAS;ARISCO;510;SOPA ARISCO CREME - HT;0,732;12;0,06100
FR;SOPAS;SAVOURY;SOUPS;HT - SOPAS;KNORR;512;SOPA KNORR CREME - HT;0,720;12;0,06000
FR;SOPAS;SAVOURY;SOUPS;HT - SOPAS;KNORR;514;SOPA KNORR SOPAO - HT;4,290;22;0,19500
FR;SOPAS;SAVOURY;SOUPS;HT - SOPAS;ARISCO;48R;SOPA ARISCO SOPAO - HT;3,520;22;0,16000
FR;TEMPEROS;SAVOURY;TEMPEROS;HT - TEMPEROS;ARISCO;515;TEMPERO ARISCO PASTA - HT;7,200;24;0,30000
FR;TEMPEROS;SAVOURY;MEAL MAKERS;HT - TEMPEROS;KNORR;518;TEMPERO KNORR MEUS ASSADOS - HT;0,375;15;0,02500
FR;TEMPEROS;SAVOURY;TEMPEROS;HT - TEMPEROS;KNORR;52C;TEMPERO KNORR PIMENTA - HT;3,900;24;0,16250
FR;TEMPEROS;SAVOURY;TEMPEROS;HT - TEMPEROS;KNORR;BUL;KNORR MOLHO ALHO - HT;3,720;24;0,15500
FR;TEMPEROS;SAVOURY;TEMPEROS;HT - TEMPEROS;KNORR;BUN;KNORR MOLHO SHOYU - HT;3,970;24;0,16542
FR;TEMPEROS;SAVOURY;TEMPEROS;HT - TEMPEROS;ARISCO;BUR;ARISCO TEMP EM PO - HT;1,200;24;0,05000
FR;TEMPEROS;SAVOURY;TEMPEROS;HT - TEMPEROS;KNORR;BUT;KNORR TEMP EM PO - HT;1,200;24;0,05000
FR;TEMPEROS;SAVOURY;TEMPEROS;HT - TEMPEROS;KNORR;BUV;KNORR TEMP ZERO ADICAO SAL - HT;0,768;24;0,03200
HC;BLEACH;OUTROS HC;BLEACH;AS/ALVEJANTES;BRILHANTE;419;AGUA SANITARIA BRILHANTE;12,648;6;2,10800
HC;BLEACH;OUTROS HC;BLEACH;AS/ALVEJANTES;BRILHANTE;42A;ALVEJANTE BRILHANTE;12,648;6;2,10800
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;40F;LIMPADOR CIF SAPONACEO 450ML;7,841;12;0,65342
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;40G;LIMPADOR CIF SAPONACEO 250ML;4,356;12;0,36300
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;42I;LIMPADOR CIF BANHEIRO DP;6,845;15;0,45633
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;42J;LIMPADOR CIF DESENGORDURANTE DP;6,845;15;0,45633
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;42L;LIMPADOR CIF VIDROS DP;6,845;15;0,45633
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;5T1;LIMPADOR CIF BANHEIRO GTL;6,150;12;0,51250
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;5TA;LIMPADOR CIF BANHEIRO SPRAY;6,045;12;0,50375
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;5TC;LIMPADOR CIF DESENGORDURANTE GTL;6,150;12;0,51250
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;5TG;LIMPADOR CIF DESENGORDURANTE SPRAY;6,045;12;0,50375
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;5TI;LIMPADOR CIF VIDROS GTL;6,150;12;0,51250
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;83A;LIMPADOR CIF MULTIUSO 500ML;11,880;24;0,49500
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;VIM;84W;VIM PASTILHA ADESIVA;0,600;20;0,03000
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;VIM;8AC;LIMPADOR VIM CLORO ATIVADO 700ML;8,904;12;0,74200
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;9X9;LIMPADOR CIF SAPONACEO GEL 475G;5,700;12;0,47500
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;9Y7;LIMPADOR CIF PERFUMADO 1,75L;10,531;6;1,75517
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;9YA;LIMPADOR CIF PERFUMADO 450ML;5,420;12;0,45167
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;9YC;LIMPADOR CIF PERFUMADO 900ML;10,832;12;0,90267
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;9YK;LIMPADOR CIF WIPES 36 UND;8,210;32;0,25656
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;OMO;9YM;LIMPADOR OMO DESINFETANTE 1,75L;10,542;6;1,75700
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;OMO;9YO;LIMPADOR OMO DESINFETANTE 1L;12,044;12;1,00367
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;OMO;9YQ;LIMPADOR OMO DESINFETANTE 500ML;6,022;12;0,50183
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;9ZY;LIMPADOR CIF BANHEIRO TIRA LIMO DP;6,845;15;0,45633
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;A03;LIMPADOR CIF BANHEIRO TIRA LIMO GTL;6,150;12;0,51250
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;A05;LIMPADOR CIF BANHEIRO TIRA LIMO SPRAY;6,045;12;0,50375
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;A1G;LIMPADOR CIF VIDROS SPRAY;6,050;12;0,50417
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;AB5;LIMPADOR CIF ALCOOL SPRAY;5,928;12;0,49400
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;SETIMA GERACAO;AGE;LIMPADOR SETIMA GERACAO BANHEIRO 500ML;6,020;12;0,50167
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;SETIMA GERACAO;AGG;LIMPADOR SETIMA GERACAO DESENG 500ML;6,020;12;0,50167
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;SETIMA GERACAO;AGI;LIMPADOR SETIMA GERACAO MULTIUSO 500ML;6,020;12;0,50167
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;AUW;LIMPADOR CIF PERFUMADO 3L;12,044;4;3,01100
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;OMO;AV2;LIMPADOR OMO DESINFETANTE 3L;12,044;4;3,01100
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;OMO;AV4;LIMPADOR OMO DESINFETANTE GTL 500ML;6,022;12;0,50183
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;OMO;AV6;LIMPADOR OMO MULTIUSO 500ML;5,940;12;0,49500
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;BSL;LIMPADOR CIF MULTIUSO ANTIBAC 500ML;12,044;24;0,50183
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;C84;LIMPADOR CIF DERRETE GORDURA GTL;6,150;12;0,51250
HC;CLEANERS;OUTROS HC;CLEANERS;LIMPADORES;CIF;C85;LIMPADOR CIF DERRETE GORDURA DP;6,845;15;0,45633
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;FOFO;415;AMACIANTE FOFO CONCENTRADO 500ML;6,030;12;0,50250
HC;CONDITIONERS;OUTROS HC;FACILITADOR PASSAR;FACILITADOR DE PASSAR;COMFORT;418;AMACIANTE PASS COMFORT;5,980;12;0,49833
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;917;AMACIANTE COMFORT CONCENTRADO 1,5L;13,500;9;1,50000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;4PW;AMACIANTE COMFORT CONCENTRADO 500ML;6,000;12;0,50000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;4PY;AMACIANTE COMFORT CONCENTRADO 1L;12,000;12;1,00000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES DILUIDOS;COMFORT;61Z;AMACIANTE COMFORT DILUIDO 2L;12,000;6;2,00000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;6KV;AMACIANTE COMFORT CONC PREMIUM 500ML;6,000;12;0,50000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;6KZ;AMACIANTE COMFORT CONC PREMIUM 1L;12,000;12;1,00000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;FOFO;6U7;AMACIANTE FOFO CONCENTRADO DOYPACK 900ML;10,850;12;0,90417
